fips,long_name,county_name,state_abbr,state_name,region_name,division_name,division_name_recs,climate_zone,ba_climate_zone,iso_zone,custom_region,ahs_region,weather_file_2012,weather_file_2015,weather_file_2016,weather_file_2017,weather_file_2018,weather_file_2019,weather_file_TMY3,original_FIP,region,division,state,county,cz_number,acs_count,acs_vac_count,sample_count,acs_occupied_count
G31155,"NE, Saunders County",Saunders County,NE,Nebraska,Midwest,West North Central,West North Central,5A,Cold,SPP,CR08,Non-CBSA West North Central,USA_NE_Fremont.Muni.725564_2012.epw,USA_NE_Fremont.Muni.725564_2015.epw,USA_NE_Fremont.Muni.725564_2016.epw,USA_NE_Lincoln.Municipal.725510_2017.epw,USA_NE_Fremont.Muni.725564_2018.epw,USA_NE_Fremont.Muni.725564_2019.epw,Fremont_Muni_Arpt,G3101550,2.0,4.0,31.0,155.0,5.0,9380.0,1389.0,1.0,7991.0
G31157,"NE, Scotts Bluff County",Scotts Bluff County,NE,Nebraska,Midwest,West North Central,West North Central,5A,Cold,SPP,CR08,Non-CBSA West North Central,USA_NE_Scottsbluff.Heilig.725660_2012.epw,USA_NE_Scottsbluff.Heilig.725660_2015.epw,USA_NE_Scottsbluff.Heilig.725660_2016.epw,USA_NE_Scottsbluff.Heilig.725660_2017.epw,USA_NE_Scottsbluff.Heilig.725660_2018.epw,USA_NE_Scottsbluff.Heilig.725660_2019.epw,Scottsbluff_W_B_Heilig_Field,G3101570,2.0,4.0,31.0,157.0,5.0,16327.0,1783.0,1.0,14544.0
G31159,"NE, Seward County",Seward County,NE,Nebraska,Midwest,West North Central,West North Central,5A,Cold,SPP,CR08,Non-CBSA West North Central,USA_NE_Lincoln.Municipal.725510_2012.epw,USA_NE_Lincoln.Municipal.725510_2015.epw,USA_NE_Lincoln.Municipal.725510_2016.epw,USA_NE_Lincoln.Municipal.725510_2017.epw,USA_NE_Lincoln.Municipal.725510_2018.epw,USA_NE_Lincoln.Municipal.725510_2019.epw,Lincoln_Municipal_Arpt,G3101590,2.0,4.0,31.0,159.0,5.0,6993.0,645.0,1.0,6348.0
G31161,"NE, Sheridan County",Sheridan County,NE,Nebraska,Midwest,West North Central,West North Central,5A,Cold,SPP,CR08,Non-CBSA West North Central,USA_NE_Alliance.Muni.725635_2012.epw,USA_NE_Alliance.Muni.725635_2015.epw,USA_NE_Alliance.Muni.725635_2016.epw,USA_NE_Alliance.Muni.725635_2017.epw,USA_NE_Alliance.Muni.725635_2018.epw,USA_NE_Alliance.Muni.725635_2019.epw,Chadron_Municipal_Ap,G3101610,2.0,4.0,31.0,161.0,5.0,2901.0,674.0,1.0,2227.0
G31163,"NE, Sherman County",Sherman County,NE,Nebraska,Midwest,West North Central,West North Central,5A,Cold,SPP,CR08,Non-CBSA West North Central,USA_NE_Kearney.Muni.725526_2012.epw,USA_NE_Kearney.Muni.725526_2015.epw,USA_NE_Kearney.Muni.725526_2016.epw,USA_NE_Broken.Bow.Muni.725555_2017.epw,USA_NE_Kearney.Muni.725526_2018.epw,USA_NE_Kearney.Muni.725526_2019.epw,Ord_Sharp_Field,G3101630,2.0,4.0,31.0,163.0,5.0,1940.0,573.0,1.0,1367.0
G31165,"NE, Sioux County",Sioux County,NE,Nebraska,Midwest,West North Central,West North Central,5A,Cold,None,CR08,Non-CBSA West North Central,USA_WY_Torrington.Muni.725763_2012.epw,USA_WY_Torrington.Muni.725763_2015.epw,USA_WY_Torrington.Muni.725763_2016.epw,USA_WY_Torrington.Muni.725763_2017.epw,USA_WY_Torrington.Muni.725763_2018.epw,USA_WY_Torrington.Muni.725763_2019.epw,Scottsbluff_W_B_Heilig_Field,G3101650,2.0,4.0,31.0,165.0,5.0,779.0,235.0,1.0,544.0
G31167,"NE, Stanton County",Stanton County,NE,Nebraska,Midwest,West North Central,West North Central,5A,Cold,SPP,CR08,Non-CBSA West North Central,USA_NE_Norfolk.Karl.Stefan.725560_2012.epw,USA_NE_Norfolk.Karl.Stefan.725560_2015.epw,USA_NE_Norfolk.Karl.Stefan.725560_2016.epw,USA_NE_Norfolk.Karl.Stefan.725560_2017.epw,USA_NE_Norfolk.Karl.Stefan.725560_2018.epw,USA_NE_Columbus.Muni.725565_2019.epw,Norfolk_Karl_Stefan_Mem_Arpt,G3101670,2.0,4.0,31.0,167.0,5.0,2645.0,303.0,1.0,2342.0
G31169,"NE, Thayer County",Thayer County,NE,Nebraska,Midwest,West North Central,West North Central,5A,Cold,SPP,CR08,Non-CBSA West North Central,USA_KS_Concordia.Blosser.M.724580_2012.epw,USA_KS_Concordia.Blosser.M.724580_2015.epw,USA_KS_Concordia.Blosser.M.724580_2016.epw,USA_KS_Concordia.Blosser.M.724580_2017.epw,USA_KS_Concordia.Blosser.M.724580_2018.epw,USA_KS_Concordia.Blosser.M.724580_2019.epw,Concordia_Blosser_Muni_Ap,G3101690,2.0,4.0,31.0,169.0,5.0,2733.0,358.0,1.0,2375.0
G31171,"NE, Thomas County",Thomas County,NE,Nebraska,Midwest,West North Central,West North Central,5A,Cold,SPP,CR08,Non-CBSA West North Central,USA_NE_Ainsworth.Municipal.725556_2012.epw,USA_NE_North.Platte.Lee.Bi.725620_2015.epw,USA_NE_Ainsworth.Municipal.725556_2016.epw,USA_NE_North.Platte.Lee.Bi.725620_2017.epw,USA_NE_Ainsworth.Municipal.725556_2018.epw,USA_NE_Ainsworth.Municipal.725556_2019.epw,Ainsworth_Municipal,G3101710,2.0,4.0,31.0,171.0,5.0,391.0,93.0,1.0,298.0
G31173,"NE, Thurston County",Thurston County,NE,Nebraska,Midwest,West North Central,West North Central,5A,Cold,SPP,CR08,Non-CBSA West North Central,USA_IA_Sioux.City.Muni.725570_2012.epw,USA_IA_Sioux.City.Muni.725570_2015.epw,USA_IA_Sioux.City.Muni.725570_2016.epw,USA_IA_Sioux.City.Muni.725570_2017.epw,USA_IA_Sioux.City.Muni.725570_2018.epw,USA_IA_Sioux.City.Muni.725570_2019.epw,Sioux_City_Sioux_Gateway_Ap,G3101730,2.0,4.0,31.0,173.0,5.0,2408.0,312.0,1.0,2096.0
G31175,"NE, Valley County",Valley County,NE,Nebraska,Midwest,West North Central,West North Central,5A,Cold,SPP,CR08,Non-CBSA West North Central,USA_NE_Broken.Bow.Muni.725555_2012.epw,USA_NE_Broken.Bow.Muni.725555_2015.epw,USA_NE_Broken.Bow.Muni.725555_2016.epw,USA_NE_Broken.Bow.Muni.725555_2017.epw,USA_NE_Broken.Bow.Muni.725555_2018.epw,USA_NE_Broken.Bow.Muni.725555_2019.epw,Ord_Sharp_Field,G3101750,2.0,4.0,31.0,175.0,5.0,2298.0,382.0,1.0,1916.0
G31177,"NE, Washington County",Washington County,NE,Nebraska,Midwest,West North Central,West North Central,5A,Cold,SPP,CR08,Non-CBSA West North Central,USA_NE_Omaha.725530_2012.epw,USA_NE_Omaha.725530_2015.epw,USA_NE_Omaha.725530_2016.epw,USA_NE_Omaha.725530_2017.epw,USA_NE_Omaha.725530_2018.epw,USA_NE_Omaha.725530_2019.epw,Omaha_Wsfo,G3101770,2.0,4.0,31.0,177.0,5.0,8419.0,397.0,1.0,8022.0
G31179,"NE, Wayne County",Wayne County,NE,Nebraska,Midwest,West North Central,West North Central,5A,Cold,SPP,CR08,Non-CBSA West North Central,USA_NE_Norfolk.Karl.Stefan.725560_2012.epw,USA_NE_Norfolk.Karl.Stefan.725560_2015.epw,USA_NE_Norfolk.Karl.Stefan.725560_2016.epw,USA_NE_Norfolk.Karl.Stefan.725560_2017.epw,USA_NE_Norfolk.Karl.Stefan.725560_2018.epw,USA_IA_Sioux.City.Muni.725570_2019.epw,Norfolk_Karl_Stefan_Mem_Arpt,G3101790,2.0,4.0,31.0,179.0,5.0,3833.0,266.0,1.0,3567.0
G31181,"NE, Webster County",Webster County,NE,Nebraska,Midwest,West North Central,West North Central,5A,Cold,SPP,CR08,Non-CBSA West North Central,USA_NE_Hastings.Muni.725525_2012.epw,USA_NE_Hastings.Muni.725525_2015.epw,USA_NE_Hastings.Muni.725525_2016.epw,USA_NE_Hastings.Muni.725525_2017.epw,USA_NE_Hastings.Muni.725525_2018.epw,USA_NE_Hastings.Muni.725525_2019.epw,Hastings_Municipal,G3101810,2.0,4.0,31.0,181.0,5.0,1903.0,352.0,1.0,1551.0
G31183,"NE, Wheeler County",Wheeler County,NE,Nebraska,Midwest,West North Central,West North Central,5A,Cold,SPP,CR08,Non-CBSA West North Central,USA_NE_The.Oneill.Muni.J.Ba.725566_2012.epw,USA_NE_Grand.Island.County.725520_2015.epw,USA_NE_The.Oneill.Muni.J.Ba.725566_2016.epw,USA_NE_Grand.Island.County.725520_2017.epw,USA_NE_The.Oneill.Muni.J.Ba.725566_2018.epw,USA_NE_The.Oneill.Muni.J.Ba.725566_2019.epw,Ord_Sharp_Field,G3101830,2.0,4.0,31.0,183.0,5.0,546.0,173.0,1.0,373.0
G31185,"NE, York County",York County,NE,Nebraska,Midwest,West North Central,West North Central,5A,Cold,SPP,CR08,Non-CBSA West North Central,USA_NE_Aurora.Muni.Al.Pott.725513_2012.epw,USA_NE_Aurora.Muni.Al.Pott.725513_2015.epw,USA_NE_Aurora.Muni.Al.Pott.725513_2016.epw,USA_NE_Columbus.Muni.725565_2017.epw,USA_NE_Aurora.Muni.Al.Pott.725513_2018.epw,USA_NE_Aurora.Muni.Al.Pott.725513_2019.epw,Columbus_Muni,G3101850,2.0,4.0,31.0,185.0,5.0,6273.0,603.0,1.0,5670.0
G32001,"NV, Churchill County",Churchill County,NV,Nevada,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_NV_Fallon.Nas.724885_2012.epw,USA_NV_Fallon.Nas.724885_2015.epw,USA_NV_Fallon.Nas.724885_2016.epw,USA_NV_Fallon.Nas.724885_2017.epw,USA_NV_Fallon.Nas.724885_2018.epw,USA_NV_Fallon.Nas.724885_2019.epw,Fallon_Naas,G3200010,4.0,8.0,32.0,1.0,5.0,10683.0,1192.0,1.0,9491.0
G32003,"NV, Clark County",Clark County,NV,Nevada,West,Mountain,Mountain South,3B,Hot-Dry,None,CR10,Non-CBSA Mountain,USA_NV_Nellis.Afb.723865_2012.epw,USA_NV_Nellis.Afb.723865_2015.epw,USA_NV_Nellis.Afb.723865_2016.epw,USA_NV_Nellis.Afb.723865_2017.epw,USA_NV_Nellis.Afb.723865_2018.epw,USA_NV_Nellis.Afb.723865_2019.epw,Las_Vegas_Mccarran_Intl_Ap,G3200030,4.0,8.0,32.0,3.0,3.0,864164.0,128689.0,1.0,735475.0
G32005,"NV, Douglas County",Douglas County,NV,Nevada,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_CA_Truckee.Tahoe.725846_2012.epw,USA_CA_Truckee.Tahoe.725846_2015.epw,USA_CA_Truckee.Tahoe.725846_2016.epw,USA_NV_Reno.Cannon.Intl.724880_2017.epw,USA_CA_Truckee.Tahoe.725846_2018.epw,USA_CA_Truckee.Tahoe.725846_2019.epw,Truckee_Tahoe,G3200050,4.0,8.0,32.0,5.0,5.0,23810.0,3882.0,1.0,19928.0
G32007,"NV, Elko County",Elko County,NV,Nevada,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_NV_Elko.Rgnl.725825_2012.epw,USA_NV_Elko.Rgnl.725825_2015.epw,USA_NV_Elko.Rgnl.725825_2016.epw,USA_NV_Elko.Rgnl.725825_2017.epw,USA_NV_Elko.Rgnl.725825_2018.epw,USA_NV_Elko.Rgnl.725825_2019.epw,Elko_Municipal_Arpt,G3200070,4.0,8.0,32.0,7.0,5.0,20425.0,2807.0,1.0,17618.0
G32009,"NV, Esmeralda County",Esmeralda County,NV,Nevada,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_NV_Tonopah.724855_2012.epw,USA_NV_Tonopah.724855_2015.epw,USA_NV_Tonopah.724855_2016.epw,USA_NV_Tonopah.724855_2017.epw,USA_NV_Tonopah.724855_2018.epw,USA_CA_Bishop.Airport.724800_2019.epw,Tonopah_Airport,G3200090,4.0,8.0,32.0,9.0,5.0,969.0,515.0,1.0,454.0
G32011,"NV, Eureka County",Eureka County,NV,Nevada,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_NV_Eureka.Ramos.725824_2012.epw,USA_NV_Eureka.Ramos.725824_2015.epw,USA_NV_Eureka.Ramos.725824_2016.epw,USA_NV_Eureka.Ramos.725824_2017.epw,USA_NV_Eureka.Ramos.725824_2018.epw,USA_NV_Elko.Rgnl.725825_2019.epw,Elko_Municipal_Arpt,G3200110,4.0,8.0,32.0,11.0,5.0,1146.0,380.0,1.0,766.0
G32013,"NV, Humboldt County",Humboldt County,NV,Nevada,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_NV_Winnemucca.Muni.725830_2012.epw,USA_NV_Winnemucca.Muni.725830_2015.epw,USA_NV_Winnemucca.Muni.725830_2016.epw,USA_NV_Winnemucca.Muni.725830_2017.epw,USA_NV_Winnemucca.Muni.725830_2018.epw,USA_NV_Winnemucca.Muni.725830_2019.epw,Winnemucca_Municipal_Arpt,G3200130,4.0,8.0,32.0,13.0,5.0,7223.0,1049.0,1.0,6174.0
G32015,"NV, Lander County",Lander County,NV,Nevada,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_NV_Winnemucca.Muni.725830_2012.epw,USA_NV_Winnemucca.Muni.725830_2015.epw,USA_NV_Winnemucca.Muni.725830_2016.epw,USA_NV_Winnemucca.Muni.725830_2017.epw,USA_NV_Winnemucca.Muni.725830_2018.epw,USA_NV_Winnemucca.Muni.725830_2019.epw,Winnemucca_Municipal_Arpt,G3200150,4.0,8.0,32.0,15.0,5.0,2505.0,403.0,1.0,2102.0
G32017,"NV, Lincoln County",Lincoln County,NV,Nevada,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_UT_Cedar.City.Rgnl.724755_2012.epw,USA_UT_Cedar.City.Rgnl.724755_2015.epw,USA_NV_Caliente.Amos.724870_2016.epw,USA_UT_Cedar.City.Rgnl.724755_2017.epw,USA_UT_Cedar.City.Rgnl.724755_2018.epw,USA_UT_Cedar.City.Rgnl.724755_2019.epw,Cedar_City_Municipal_Ap,G3200170,4.0,8.0,32.0,17.0,5.0,2581.0,746.0,1.0,1835.0
G32019,"NV, Lyon County",Lyon County,NV,Nevada,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_NV_Reno.Cannon.Intl.724880_2012.epw,USA_NV_Reno.Cannon.Intl.724880_2015.epw,USA_NV_Reno.Cannon.Intl.724880_2016.epw,USA_NV_Reno.Cannon.Intl.724880_2017.epw,USA_NV_Reno.Cannon.Intl.724880_2018.epw,USA_NV_Reno.Cannon.Intl.724880_2019.epw,Reno_Tahoe_International_Ap,G3200190,4.0,8.0,32.0,19.0,5.0,22427.0,2841.0,1.0,19586.0
G32021,"NV, Mineral County",Mineral County,NV,Nevada,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_NV_Fallon.Nas.724885_2012.epw,USA_NV_Fallon.Nas.724885_2015.epw,USA_NV_Fallon.Nas.724885_2016.epw,USA_NV_Fallon.Nas.724885_2017.epw,USA_NV_Fallon.Nas.724885_2018.epw,USA_NV_Fallon.Nas.724885_2019.epw,Fallon_Naas,G3200210,4.0,8.0,32.0,21.0,5.0,2775.0,710.0,1.0,2065.0
G32023,"NV, Nye County",Nye County,NV,Nevada,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_NV_Tonopah.724855_2012.epw,USA_NV_Tonopah.724855_2015.epw,USA_NV_Tonopah.724855_2016.epw,USA_NV_Tonopah.724855_2017.epw,USA_NV_Tonopah.724855_2018.epw,USA_NV_Desert.Rock.723870_2019.epw,Mercury_Desert_Rock_Ap_Surfra,G3200230,4.0,8.0,32.0,23.0,5.0,21786.0,4322.0,1.0,17464.0
G32027,"NV, Pershing County",Pershing County,NV,Nevada,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_NV_Derby.Fld.725805_2012.epw,USA_NV_Derby.Fld.725805_2015.epw,USA_NV_Derby.Fld.725805_2016.epw,USA_NV_Derby.Fld.725805_2017.epw,USA_NV_Derby.Fld.725805_2018.epw,USA_NV_Derby.Fld.725805_2019.epw,Lovelock_Derby_Field,G3200270,4.0,8.0,32.0,27.0,5.0,2403.0,387.0,1.0,2016.0
G32029,"NV, Storey County",Storey County,NV,Nevada,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_NV_Reno.Cannon.Intl.724880_2012.epw,USA_NV_Reno.Cannon.Intl.724880_2015.epw,USA_NV_Reno.Cannon.Intl.724880_2016.epw,USA_NV_Reno.Cannon.Intl.724880_2017.epw,USA_NV_Reno.Cannon.Intl.724880_2018.epw,USA_NV_Reno.Cannon.Intl.724880_2019.epw,Reno_Tahoe_International_Ap,G3200290,4.0,8.0,32.0,29.0,5.0,2001.0,249.0,1.0,1752.0
G32031,"NV, Washoe County",Washoe County,NV,Nevada,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_NV_Reno.Cannon.Intl.724880_2012.epw,USA_NV_Reno.Cannon.Intl.724880_2015.epw,USA_NV_Reno.Cannon.Intl.724880_2016.epw,USA_NV_Reno.Cannon.Intl.724880_2017.epw,USA_NV_Reno.Cannon.Intl.724880_2018.epw,USA_NV_Reno.Cannon.Intl.724880_2019.epw,Reno_Tahoe_International_Ap,G3200310,4.0,8.0,32.0,31.0,5.0,187716.0,18701.0,1.0,169015.0
G32033,"NV, White Pine County",White Pine County,NV,Nevada,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_NV_Ely.Arpt.Yelland.Fld.724860_2012.epw,USA_NV_Ely.Arpt.Yelland.Fld.724860_2015.epw,USA_NV_Ely.Arpt.Yelland.Fld.724860_2016.epw,USA_NV_Ely.Arpt.Yelland.Fld.724860_2017.epw,USA_NV_Ely.Arpt.Yelland.Fld.724860_2018.epw,USA_NV_Ely.Arpt.Yelland.Fld.724860_2019.epw,Ely_Yelland_Field,G3200330,4.0,8.0,32.0,33.0,5.0,4444.0,1286.0,1.0,3158.0
G32510,"NV, Carson City",Carson City,NV,Nevada,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_NV_Reno.Cannon.Intl.724880_2012.epw,USA_NV_Reno.Cannon.Intl.724880_2015.epw,USA_NV_Reno.Cannon.Intl.724880_2016.epw,USA_NV_Reno.Cannon.Intl.724880_2017.epw,USA_NV_Reno.Cannon.Intl.724880_2018.epw,USA_NV_Reno.Cannon.Intl.724880_2019.epw,Reno_Tahoe_International_Ap,G3205100,4.0,8.0,32.0,510.0,5.0,23459.0,1657.0,1.0,21802.0
G33001,"NH, Belknap County",Belknap County,NH,New Hampshire,Northeast,New England,New England,6A,Cold,NEISO,CR03,Non-CBSA New England,USA_NH_Laconia.Muni.726155_2012.epw,USA_NH_Concord.Municipal.726050_2015.epw,USA_NH_Laconia.Muni.726155_2016.epw,USA_NH_Laconia.Muni.726155_2017.epw,USA_NH_Laconia.Muni.726155_2018.epw,USA_NH_Laconia.Muni.726155_2019.epw,Laconia_Muni_Awos,G3300010,1.0,1.0,33.0,1.0,6.0,37715.0,13251.0,1.0,24464.0
G33003,"NH, Carroll County",Carroll County,NH,New Hampshire,Northeast,New England,New England,6A,Cold,NEISO,CR03,Non-CBSA New England,USA_ME_Eastern.Slopes.Rgnl.726183_2012.epw,USA_ME_Eastern.Slopes.Rgnl.726183_2015.epw,USA_ME_Eastern.Slopes.Rgnl.726183_2016.epw,USA_ME_Eastern.Slopes.Rgnl.726183_2017.epw,USA_ME_Eastern.Slopes.Rgnl.726183_2018.epw,USA_ME_Eastern.Slopes.Rgnl.726183_2019.epw,Laconia_Muni_Awos,G3300030,1.0,1.0,33.0,3.0,6.0,40287.0,19504.0,1.0,20783.0
G33005,"NH, Cheshire County",Cheshire County,NH,New Hampshire,Northeast,New England,New England,5A,Cold,NEISO,CR03,Non-CBSA New England,USA_NH_Jaffrey.Arpt.Silver.726163_2012.epw,USA_NH_Jaffrey.Arpt.Silver.726163_2015.epw,USA_NH_Jaffrey.Arpt.Silver.726163_2016.epw,USA_NH_Jaffrey.Arpt.Silver.726163_2017.epw,USA_NH_Jaffrey.Arpt.Silver.726163_2018.epw,USA_NH_Jaffrey.Arpt.Silver.726163_2019.epw,Dillant_Hopkins,G3300050,1.0,1.0,33.0,5.0,5.0,34964.0,4491.0,1.0,30473.0
G33007,"NH, Coos County",Coos County,NH,New Hampshire,Northeast,New England,New England,6A,Cold,NEISO,CR03,Non-CBSA New England,USA_NH_Berlin.Municipal.726160_2012.epw,USA_NH_Berlin.Municipal.726160_2015.epw,USA_NH_Berlin.Municipal.726160_2016.epw,USA_NH_Berlin.Municipal.726160_2017.epw,USA_NH_Berlin.Municipal.726160_2018.epw,USA_NH_Berlin.Municipal.726160_2019.epw,Berlin_Municipal,G3300070,1.0,1.0,33.0,7.0,6.0,21277.0,7360.0,1.0,13917.0
G33009,"NH, Grafton County",Grafton County,NH,New Hampshire,Northeast,New England,New England,6A,Cold,NEISO,CR03,Non-CBSA New England,USA_NH_Lebanon.Muni.726116_2012.epw,USA_NH_Lebanon.Muni.726116_2015.epw,USA_NH_Lebanon.Muni.726116_2016.epw,USA_NH_Lebanon.Muni.726116_2017.epw,USA_NH_Lebanon.Muni.726116_2018.epw,USA_NH_Lebanon.Muni.726116_2019.epw,Lebanon_Municipal,G3300090,1.0,1.0,33.0,9.0,6.0,51773.0,16870.0,1.0,34903.0
G33011,"NH, Hillsborough County",Hillsborough County,NH,New Hampshire,Northeast,New England,New England,5A,Cold,NEISO,CR03,Non-CBSA New England,USA_NH_Manchester.743945_2012.epw,USA_NH_Manchester.743945_2015.epw,USA_NH_Manchester.743945_2016.epw,USA_NH_Manchester.743945_2017.epw,USA_NH_Manchester.743945_2018.epw,USA_NH_Manchester.743945_2019.epw,Manchester_Airport,G3300110,1.0,1.0,33.0,11.0,5.0,167606.0,11492.0,1.0,156114.0
G33013,"NH, Merrimack County",Merrimack County,NH,New Hampshire,Northeast,New England,New England,6A,Cold,NEISO,CR03,Non-CBSA New England,USA_NH_Concord.Municipal.726050_2012.epw,USA_NH_Concord.Municipal.726050_2015.epw,USA_NH_Concord.Municipal.726050_2016.epw,USA_NH_Concord.Municipal.726050_2017.epw,USA_NH_Concord.Municipal.726050_2018.epw,USA_NH_Concord.Municipal.726050_2019.epw,Concord_Municipal_Arpt,G3300130,1.0,1.0,33.0,13.0,6.0,63711.0,6921.0,1.0,56790.0
G33015,"NH, Rockingham County",Rockingham County,NH,New Hampshire,Northeast,New England,New England,5A,Cold,NEISO,CR03,"CBSA Boston-Cambridge-Newton, MA-NH",USA_NH_Pease.Intl.Tradepor.726055_2012.epw,USA_NH_Pease.Intl.Tradepor.726055_2015.epw,USA_NH_Pease.Intl.Tradepor.726055_2016.epw,USA_NH_Pease.Intl.Tradepor.726055_2017.epw,USA_NH_Pease.Intl.Tradepor.726055_2018.epw,USA_NH_Pease.Intl.Tradepor.726055_2019.epw,Lawrence_Muni,G3300150,1.0,1.0,33.0,15.0,5.0,128637.0,9965.0,1.0,118672.0
G33017,"NH, Strafford County",Strafford County,NH,New Hampshire,Northeast,New England,New England,5A,Cold,NEISO,CR03,"CBSA Boston-Cambridge-Newton, MA-NH",USA_NH_Skyhaven.726056_2012.epw,USA_NH_Skyhaven.726056_2015.epw,USA_NH_Skyhaven.726056_2016.epw,USA_NH_Skyhaven.726056_2017.epw,USA_NH_Skyhaven.726056_2018.epw,USA_NH_Skyhaven.726056_2019.epw,Pease_Intl_Tradepor,G3300170,1.0,1.0,33.0,17.0,5.0,52396.0,4617.0,1.0,47779.0
G33019,"NH, Sullivan County",Sullivan County,NH,New Hampshire,Northeast,New England,New England,6A,Cold,NEISO,CR03,Non-CBSA New England,USA_VT_Hartness.State.726115_2012.epw,USA_VT_Hartness.State.726115_2015.epw,USA_VT_Hartness.State.726115_2016.epw,USA_VT_Hartness.State.726115_2017.epw,USA_VT_Hartness.State.726115_2018.epw,USA_VT_Hartness.State.726115_2019.epw,Springfield_Hartnes,G3300190,1.0,1.0,33.0,19.0,6.0,22363.0,4885.0,1.0,17478.0
G34001,"NJ, Atlantic County",Atlantic County,NJ,New Jersey,Northeast,Middle Atlantic,Middle Atlantic,4A,Mixed-Humid,PJM,CR07,Non-CBSA Middle Atlantic,USA_NJ_Atlantic.City.Intl.724070_2012.epw,USA_NJ_Atlantic.City.Intl.724070_2015.epw,USA_NJ_Atlantic.City.Intl.724070_2016.epw,USA_NJ_Atlantic.City.Intl.724070_2017.epw,USA_NJ_Atlantic.City.Intl.724070_2018.epw,USA_NJ_Atlantic.City.Intl.724070_2019.epw,Atlantic_City_Intl_Ap,G3400010,1.0,2.0,34.0,1.0,4.0,127617.0,26534.0,1.0,101083.0
G34003,"NJ, Bergen County",Bergen County,NJ,New Jersey,Northeast,Middle Atlantic,Middle Atlantic,5A,Cold,PJM,CR07,"CBSA New York-Newark-Jersey City, NY-NJ-PA",USA_NJ_Teterboro.725025_2012.epw,USA_NJ_Teterboro.725025_2015.epw,USA_NJ_Teterboro.725025_2016.epw,USA_NJ_Teterboro.725025_2017.epw,USA_NJ_Teterboro.725025_2018.epw,USA_NJ_Teterboro.725025_2019.epw,Teterboro_Airport,G3400030,1.0,2.0,34.0,3.0,5.0,354772.0,17703.0,1.0,337069.0
G34005,"NJ, Burlington County",Burlington County,NJ,New Jersey,Northeast,Middle Atlantic,Middle Atlantic,4A,Mixed-Humid,PJM,CR07,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",USA_NJ_Mc.Guire.Afb.724096_2012.epw,USA_NJ_Mc.Guire.Afb.724096_2015.epw,USA_NJ_Mc.Guire.Afb.724096_2016.epw,USA_NJ_Mc.Guire.Afb.724096_2017.epw,USA_NJ_Mc.Guire.Afb.724096_2018.epw,USA_NJ_Mc.Guire.Afb.724096_2019.epw,Philadelphia_Ne_Philadelphia,G3400050,1.0,2.0,34.0,5.0,4.0,177623.0,13000.0,1.0,164623.0
G34007,"NJ, Camden County",Camden County,NJ,New Jersey,Northeast,Middle Atlantic,Middle Atlantic,4A,Mixed-Humid,PJM,CR07,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",USA_PA_Philadelphia.Intl.724080_2012.epw,USA_PA_Philadelphia.Intl.724080_2015.epw,USA_PA_Philadelphia.Intl.724080_2016.epw,USA_PA_Philadelphia.Intl.724080_2017.epw,USA_PA_Philadelphia.Intl.724080_2018.epw,USA_PA_Philadelphia.Intl.724080_2019.epw,Philadelphia_International_Ap,G3400070,1.0,2.0,34.0,7.0,4.0,205800.0,20078.0,1.0,185722.0
G34009,"NJ, Cape May County",Cape May County,NJ,New Jersey,Northeast,Middle Atlantic,Middle Atlantic,4A,Mixed-Humid,PJM,CR07,Non-CBSA Middle Atlantic,USA_NJ_Cape.May.Co.745966_2012.epw,USA_NJ_Cape.May.Co.745966_2015.epw,USA_NJ_Cape.May.Co.745966_2016.epw,USA_NJ_Millville.Muni.724075_2017.epw,USA_NJ_Cape.May.Co.745966_2018.epw,USA_NJ_Millville.Muni.724075_2019.epw,Cape_May_Co,G3400090,1.0,2.0,34.0,9.0,4.0,98900.0,58827.0,1.0,40073.0
